text,language
muito,Portuguese
очень,Russian
非常,Chinese
とても,Japanese
sangat,Indonesian
बहुत,Hindi
খুব,Bengali
otro,Spanish
autre,French
آخر,Arabic
άλλος,Greek
andere,German
altro,Italian
outro,Portuguese
другой,Russian
其他,Chinese
他の,Japanese
lainnya,Indonesian
अन्य,Hindi
অন্যান্য,Bengali
a,Spanish
à,French
ل,Arabic
να,Greek
Zu,German
A,Italian
para,Portuguese
к,Russian
到,Chinese
に,Japanese
ke,Indonesian
को,Hindi
থেকে,Bengali
centro,Spanish
centre,French
مركز,Arabic
κέντρο,Greek
Center,German
centro,Italian
centro,Portuguese
центр,Russian
中心,Chinese
中心,Japanese
tengah,Indonesian
केंद्र,Hindi
কেন্দ্র,Bengali
datos,Spanish
données,French
بيانات,Arabic
δεδομένα,Greek
Daten,German
dati,Italian
dados,Portuguese
данные,Russian
数据,Chinese
データ,Japanese
data,Indonesian
डेटा,Hindi
তথ্য,Bengali
y,Spanish
et,French
و,Arabic
και,Greek
Und,German
E,Italian
e,Portuguese
и,Russian
和,Chinese
そして,Japanese
Dan,Indonesian
और,Hindi
এবং,Bengali
eran,Spanish
étaient,French
كان,Arabic
ήταν,Greek
war,German
erano,Italian
eram,Portuguese
были,Russian
是,Chinese
だった,Japanese
adalah,Indonesian
थे,Hindi
ছিল,Bengali
orden,Spanish
commande,French
طلب,Arabic
παραγγελία,Greek
Befehl,German
ordine,Italian
ordem,Portuguese
заказ,Russian
命令,Chinese
注文,Japanese
memesan,Indonesian
आदेश,Hindi
আদেশ,Bengali
uno,Spanish
un,French
واحد,Arabic
ένας,Greek
eins,German
uno,Italian
um,Portuguese
один,Russian
一,Chinese
1つ,Japanese
satu,Indonesian
एक,Hindi
এক,Bengali
internacional,Spanish
international,French
دولي,Arabic
διεθνής,Greek
international,German
internazionale,Italian
internacional,Portuguese
международный,Russian
国际的,Chinese
国際的,Japanese
internasional,Indonesian
अंतरराष्ट्रीय,Hindi
আন্তর্জাতিক,Bengali
comprar,Spanish
acheter,French
يشتري,Arabic
αγορά,Greek
kaufen,German
acquistare,Italian
comprar,Portuguese
купить,Russian
买,Chinese
買う,Japanese
membeli,Indonesian
खरीदना,Hindi
কিনতে,Bengali
cómo,Spanish
comment,French
كيف,Arabic
πως,Greek
Wie,German
Come,Italian
como,Portuguese
как,Russian
如何,Chinese
どうやって,Japanese
Bagaimana,Indonesian
कैसे,Hindi
কিভাবে,Bengali
años,Spanish
années,French
سنين,Arabic
χρόνια,Greek
Jahre,German
anni,Italian
anos,Portuguese
годы,Russian
年,Chinese
年,Japanese
bertahun-tahun,Indonesian
साल,Hindi
বছর,Bengali
nuestro,Spanish
notre,French
ملكنا,Arabic
μας,Greek
unser,German
Nostro,Italian
nosso,Portuguese
наш,Russian
我们的,Chinese
私たちの,Japanese
kita,Indonesian
हमारा,Hindi
আমাদের,Bengali
artículo,Spanish
article,French
غرض,Arabic
είδος,Greek
Artikel,German
articolo,Italian
item,Portuguese
элемент,Russian
物品,Chinese
アイテム,Japanese
barang,Indonesian
वस्तु,Hindi
আইটেম,Bengali
música,Spanish
musique,French
موسيقى,Arabic
μουσική,Greek
Musik,German
musica,Italian
música,Portuguese
музыка,Russian
音乐,Chinese
音楽,Japanese
musik,Indonesian
संगीत,Hindi
সঙ্গীত,Bengali
quería,Spanish
serait,French
كان,Arabic
θα,Greek
würde,German
volevo,Italian
seria,Portuguese
бы,Russian
会,Chinese
するだろう,Japanese
akan,Indonesian
चाहेंगे,Hindi
হবে,Bengali
revisar,Spanish
revoir,French
مراجعة,Arabic
κριτική,Greek
Rezension,German
revisione,Italian
análise,Portuguese
обзор,Russian
审查,Chinese
レビュー,Japanese
tinjauan,Indonesian
समीक्षा,Hindi
পর্যালোচনা,Bengali
pero,Spanish
mais,French
لكن,Arabic
αλλά,Greek
Aber,German
Ma,Italian
mas,Portuguese
но,Russian
但,Chinese
しかし,Japanese
Tetapi,Indonesian
लेकिन,Hindi
কিন্তু,Bengali
F,Spanish
f,French
و,Arabic
φά,Greek
F,German
F,Italian
f,Portuguese
ж,Russian
f,Chinese
f,Japanese
F,Indonesian
एफ,Hindi
চ,Bengali
productos,Spanish
produits,French
منتجات,Arabic
προϊόντα,Greek
Produkte,German
prodotti,Italian
produtos,Portuguese
продукты,Russian
产品,Chinese
製品,Japanese
produk,Indonesian
उत्पादों,Hindi
পণ্য,Bengali
de,Spanish
de,French
ل,Arabic
του,Greek
von,German
Di,Italian
de,Portuguese
из,Russian
的,Chinese
の,Japanese
dari,Indonesian
का,Hindi
এর,Bengali
estado,Spanish
a été,French
كان,Arabic
ήταν,Greek
gewesen,German
stato,Italian
estive,Portuguese
был,Russian
到过,Chinese
された,Japanese
pernah,Indonesian
गया,Hindi
হয়েছে,Bengali
el,Spanish
le,French
ال,Arabic
ο,Greek
Die,German
IL,Italian
o,Portuguese
тот,Russian
这,Chinese
の,Japanese
itu,Indonesian
,Hindi
দ,Bengali
ella,Spanish
elle,French
هي,Arabic
αυτή,Greek
sie,German
Lei,Italian
ela,Portuguese
она,Russian
她,Chinese
彼女,Japanese
dia,Indonesian
वह,Hindi
সে,Bengali
gratis,Spanish
gratuit,French
حر,Arabic
δωρεάν,Greek
frei,German
gratuito,Italian
livre,Portuguese
бесплатно,Russian
自由的,Chinese
無料,Japanese
bebas,Indonesian
मुक्त,Hindi
বিনামূল্যে,Bengali
real,Spanish
réel,French
حقيقي,Arabic
πραγματικός,Greek
real,German
vero,Italian
real,Portuguese
настоящий,Russian
真实的,Chinese
本物,Japanese
nyata,Indonesian
असली,Hindi
বাস্তব,Bengali
mayoría,Spanish
la plupart,French
معظم,Arabic
πλέον,Greek
am meisten,German
maggior parte,Italian
maioria,Portuguese
большинство,Russian
最多,Chinese
ほとんど,Japanese
paling,Indonesian
अधिकांश,Hindi
সর্বাধিক,Bengali
soy,Spanish
suis,French
أكون,Arabic
π.μ,Greek
Bin,German
Sono,Italian
sou,Portuguese
являюсь,Russian
是,Chinese
午前,Japanese
pagi,Indonesian
पूर्वाह्न,Hindi
am,Bengali
campo de golf,Spanish
links,French
الروابط,Arabic
έδαφος διά παιγνίδι γκολφ,Greek
Links,German
collegamenti,Italian
links,Portuguese
ссылки,Russian
链接,Chinese
リンク,Japanese
tautan,Indonesian
लिंक,Hindi
লিঙ্ক,Bengali
buscar,Spanish
recherche,French
يبحث,Arabic
έρευνα,Greek
suchen,German
ricerca,Italian
procurar,Portuguese
поиск,Russian
搜索,Chinese
検索,Japanese
mencari,Indonesian
खोज,Hindi
অনুসন্ধান,Bengali
hotel,Spanish
hôtel,French
الفندق,Arabic
ξενοδοχείο,Greek
Hotel,German
albergo,Italian
hotel,Portuguese
отель,Russian
酒店,Chinese
ホテル,Japanese
hotel,Indonesian
होटल,Hindi
হোটেল,Bengali
último,Spanish
dernier,French
آخر,Arabic
τελευταίος,Greek
zuletzt,German
scorso,Italian
durar,Portuguese
последний,Russian
最后的,Chinese
最後,Japanese
terakhir,Indonesian
अंतिम,Hindi
শেষ,Bengali
primero,Spanish
d'abord,French
أولاً,Arabic
πρώτα,Greek
Erste,German
Primo,Italian
primeiro,Portuguese
первый,Russian
第一的,Chinese
初め,Japanese
Pertama,Indonesian
पहला,Hindi
প্রথম,Bengali
cada,Spanish
chaque,French
كل,Arabic
κάθε,Greek
jede,German
ogni,Italian
cada,Portuguese
каждый,Russian
每个,Chinese
それぞれ,Japanese
setiap,Indonesian
प्रत्येक,Hindi
প্রতিটি,Bengali
tiene,Spanish
a,French
لديه,Arabic
έχει,Greek
hat,German
ha,Italian
tem,Portuguese
имеет,Russian
有,Chinese
もっている,Japanese
memiliki,Indonesian
है,Hindi
আছে,Bengali
unido,Spanish
uni,French
متحد,Arabic
ενωμένος,Greek
vereinigt,German
unito,Italian
unido,Portuguese
объединенный,Russian
团结的,Chinese
ユナイテッド,Japanese
serikat,Indonesian
यूनाइटेड,Hindi
ঐক্যবদ্ধ,Bengali
trabajar,Spanish
travail,French
عمل,Arabic
εργασία,Greek
arbeiten,German
lavoro,Italian
trabalhar,Portuguese
работа,Russian
工作,Chinese
仕事,Japanese
bekerja,Indonesian
काम,Hindi
কাজ,Bengali
mi,Spanish
e,French
ه,Arabic
μι,Greek
e,German
e,Italian
e,Portuguese
е,Russian
e,Chinese
e,Japanese
e,Indonesian
ई,Hindi
e,Bengali
metro,Spanish
m,French
م,Arabic
m,Greek
M,German
M,Italian
eu,Portuguese
м,Russian
米,Chinese
メートル,Japanese
M,Indonesian
एम,Hindi
মি,Bengali
mi,Spanish
mon,French
لي,Arabic
μου,Greek
Mein,German
Mio,Italian
meu,Portuguese
мой,Russian
我的,Chinese
私の,Japanese
-ku,Indonesian
मेरा,Hindi
আমার,Bengali
excelente,Spanish
super,French
عظيم,Arabic
μεγάλος,Greek
Großartig,German
Grande,Italian
ótimo,Portuguese
большой,Russian
伟大的,Chinese
素晴らしい,Japanese
Besar,Indonesian
महान,Hindi
মহান,Bengali
b,Spanish
b,French
ب,Arabic
σι,Greek
B,German
B,Italian
b,Portuguese
б,Russian
乙,Chinese
b,Japanese
B,Indonesian
बी,Hindi
খ,Bengali
do,Spanish
c,French
ج,Arabic
ντο,Greek
C,German
C,Italian
c,Portuguese
с,Russian
c,Chinese
c,Japanese
C,Indonesian
सी,Hindi
গ,Bengali
a través de,Spanish
à travers,French
خلال,Arabic
διά μέσου,Greek
durch,German
Attraverso,Italian
através,Portuguese
через,Russian
通过,Chinese
を通して,Japanese
melalui,Indonesian
के माध्यम से,Hindi
মাধ্যমে,Bengali
página,Spanish
page,French
صفحة,Arabic
σελίδα,Greek
Seite,German
pagina,Italian
página,Portuguese
страница,Russian
页,Chinese
ページ,Japanese
halaman,Indonesian
पेज,Hindi
পৃষ্ঠা,Bengali
podría,Spanish
pourrait,French
استطاع,Arabic
θα μπορούσε,Greek
könnte,German
Potevo,Italian
poderia,Portuguese
мог,Russian
可以,Chinese
できた,Japanese
bisa,Indonesian
सकना,Hindi
পারে,Bengali
ir,Spanish
aller,French
يذهب,Arabic
πάω,Greek
gehen,German
andare,Italian
ir,Portuguese
идти,Russian
去,Chinese
行く,Japanese
pergi,Indonesian
जाना,Hindi
যান,Bengali
en línea,Spanish
en ligne,French
متصل,Arabic
online,Greek
online,German
in linea,Italian
on-line,Portuguese
онлайн,Russian
在线的,Chinese
オンライン,Japanese
on line,Indonesian
ऑनलाइन,Hindi
অনলাইন,Bengali
escuela,Spanish
école,French
مدرسة,Arabic
σχολείο,Greek
Schule,German
scuola,Italian
escola,Portuguese
школа,Russian
学校,Chinese
学校,Japanese
sekolah,Indonesian
विद्यालय,Hindi
স্কুল,Bengali
estos,Spanish
ces,French
هؤلاء,Arabic
αυτοί,Greek
diese,German
questi,Italian
esses,Portuguese
эти,Russian
这些,Chinese
これら,Japanese
ini,Indonesian
इन,Hindi
এই,Bengali
si,Spanish
si,French
لو,Arabic
αν,Greek
Wenn,German
Se,Italian
se,Portuguese
если,Russian
如果,Chinese
もし,Japanese
jika,Indonesian
अगर,Hindi
যদি,Bengali
parte,Spanish
partie,French
جزء,Arabic
μέρος,Greek
Teil,German
parte,Italian
papel,Portuguese
часть,Russian
部分,Chinese
一部,Japanese
bagian,Indonesian
भाग,Hindi
অংশ,Bengali
usado,Spanish
utilisé,French
مستخدم,Arabic
μεταχειρισμένος,Greek
gebraucht,German
usato,Italian
usado,Portuguese
использовал,Russian
用过的,Chinese
使用済み,Japanese
digunakan,Indonesian
इस्तेमाल किया गया,Hindi
ব্যবহৃত,Bengali
vista,Spanish
voir,French
منظر,Arabic
θέα,Greek
Sicht,German
visualizzazione,Italian
visualizar,Portuguese
вид,Russian
看法,Chinese
ビュー,Japanese
melihat,Indonesian
देखना,Hindi
দেখুন,Bengali
DIRECCIÓN,Spanish
adresse,French
عنوان,Arabic
διεύθυνση,Greek
Adresse,German
indirizzo,Italian
endereço,Portuguese
адрес,Russian
地址,Chinese
住所,Japanese
alamat,Indonesian
पता,Hindi
ঠিকানা,Bengali
alto,Spanish
haut,French
عالي,Arabic
ψηλά,Greek
hoch,German
alto,Italian
alto,Portuguese
высокий,Russian
高的,Chinese
高い,Japanese
tinggi,Indonesian
उच्च,Hindi
উচ্চ,Bengali
acerca de,Spanish
à propos,French
عن,Arabic
για,Greek
um,German
Di,Italian
sobre,Portuguese
о,Russian
关于,Chinese
について,Japanese
tentang,Indonesian
के बारे में,Hindi
সম্পর্কে,Bengali
pag,Spanish
p,French
ص,Arabic
σελ,Greek
P,German
P,Italian
p,Portuguese
п,Russian
p,Chinese
p,Japanese
P,Indonesian
पी,Hindi
পি,Bengali
próximo,Spanish
suivant,French
التالي,Arabic
επόμενος,Greek
nächste,German
Prossimo,Italian
próximo,Portuguese
следующий,Russian
下一个,Chinese
次,Japanese
Berikutnya,Indonesian
अगला,Hindi
পরবর্তী,Bengali
p.m,Spanish
pm,French
مساءً,Arabic
Μμ,Greek
Uhr,German
pm,Italian
tarde,Portuguese
вечер,Russian
下午,Chinese
午後,Japanese
pm,Indonesian
बजे,Hindi
pm,Bengali
Internet,Spanish
Internet,French
إنترنت,Arabic
Internet,Greek
Internet,German
Internet,Italian
Internet,Portuguese
Интернет,Russian
互联网,Chinese
インターネット,Japanese
Internet,Indonesian
इंटरनेट,Hindi
ইন্টারনেট,Bengali
libros,Spanish
livres,French
كتب,Arabic
βιβλία,Greek
Bücher,German
libri,Italian
livros,Portuguese
книги,Russian
图书,Chinese
本,Japanese
buku,Indonesian
किताबें,Hindi
বই,Bengali
a nosotros,Spanish
nous,French
نحن,Arabic
μας,Greek
uns,German
noi,Italian
nós,Portuguese
нас,Russian
我们,Chinese
私たち,Japanese
kita,Indonesian
हम,Hindi
আমাদের,Bengali
gestión,Spanish
gestion,French
إدارة,Arabic
διαχείριση,Greek
Management,German
gestione,Italian
gerenciamento,Portuguese
управление,Russian
管理,Chinese
管理,Japanese
pengelolaan,Indonesian
प्रबंध,Hindi
ব্যবস্থাপনা,Bengali
re,Spanish
concernant,French
يكرر,Arabic
σχετικά με,Greek
Re,German
Rif,Italian
ré,Portuguese
ре,Russian
关于,Chinese
再,Japanese
ulang,Indonesian
दोबारा,Hindi
পুনরায়,Bengali
conseguir,Spanish
obtenir,French
يحصل,Arabic
παίρνω,Greek
erhalten,German
Ottenere,Italian
pegar,Portuguese
получать,Russian
得到,Chinese
得る,Japanese
mendapatkan,Indonesian
पाना,Hindi
পেতে,Bengali
al corriente,Spanish
posté,French
نشر,Arabic
αναρτήθηκε,Greek
gepostet,German
pubblicato,Italian
postado,Portuguese
опубликовано,Russian
发布,Chinese
投稿されました,Japanese
diposting,Indonesian
की तैनाती,Hindi
পোস্ট করা হয়েছে,Bengali
público,Spanish
publique,French
عام,Arabic
κοινό,Greek
öffentlich,German
pubblico,Italian
público,Portuguese
общественный,Russian
民众,Chinese
公共,Japanese
publik,Indonesian
जनता,Hindi
পাবলিক,Bengali
poder,Spanish
peut,French
يستطيع,Arabic
κουτί,Greek
dürfen,German
Potere,Italian
pode,Portuguese
может,Russian
能,Chinese
できる,Japanese
Bisa,Indonesian
कर सकना,Hindi
পারে,Bengali
días,Spanish
jours,French
أيام,Arabic
ημέρες,Greek
Tage,German
giorni,Italian
dias,Portuguese
дни,Russian
天,Chinese
日,Japanese
hari,Indonesian
दिन,Hindi
দিন,Bengali
mundo,Spanish
monde,French
عالم,Arabic
κόσμος,Greek
Welt,German
mondo,Italian
mundo,Portuguese
мир,Russian
世界,Chinese
世界,Japanese
dunia,Indonesian
दुनिया,Hindi
বিশ্ব,Bengali
ayuda,Spanish
aide,French
يساعد,Arabic
βοήθεια,Greek
helfen,German
aiuto,Italian
ajuda,Portuguese
помощь,Russian
帮助,Chinese
ヘルプ,Japanese
membantu,Indonesian
मदद,Hindi
সাহায্য,Bengali
llevar,Spanish
prendre,French
يأخذ,Arabic
παίρνω,Greek
nehmen,German
Prendere,Italian
pegar,Portuguese
брать,Russian
拿,Chinese
取る,Japanese
mengambil,Indonesian
लेना,Hindi
নিতে,Bengali
derechos,Spanish
droits,French
حقوق,Arabic
δικαιώματα,Greek
Rechte,German
diritti,Italian
direitos,Portuguese
права,Russian
权利,Chinese
権利,Japanese
hak,Indonesian
अधिकार,Hindi
অধিকার,Bengali
hogar,Spanish
maison,French
بيت,Arabic
σπίτι,Greek
heim,German
casa,Italian
lar,Portuguese
дом,Russian
家,Chinese
家,Japanese
rumah,Indonesian
घर,Hindi
বাড়ি,Bengali
forma,Spanish
chemin,French
طريق,Arabic
τρόπος,Greek
Weg,German
modo,Italian
caminho,Portuguese
способ,Russian
方式,Chinese
方法,Japanese
jalan,Indonesian
रास्ता,Hindi
উপায়,Bengali
norte,Spanish
n,French
ن,Arabic
n,Greek
N,German
N,Italian
n,Portuguese
н,Russian
n,Chinese
n,Japanese
N,Indonesian
एन,Hindi
n,Bengali
ahora,Spanish
maintenant,French
الآن,Arabic
τώρα,Greek
Jetzt,German
Ora,Italian
agora,Portuguese
сейчас,Russian
现在,Chinese
今,Japanese
Sekarang,Indonesian
अब,Hindi
এখন,Bengali
diseño,Spanish
conception,French
تصميم,Arabic
σχέδιο,Greek
Design,German
progetto,Italian
projeto,Portuguese
дизайн,Russian
设计,Chinese
デザイン,Japanese
desain,Indonesian
डिज़ाइन,Hindi
নকশা,Bengali
información,Spanish
infos,French
معلومات,Arabic
πληροφορίες,Greek
Info,German
informazioni,Italian
informações,Portuguese
информация,Russian
信息,Chinese
情報,Japanese
info,Indonesian
जानकारी,Hindi
তথ্য,Bengali
voluntad,Spanish
volonté,French
سوف,Arabic
θα,Greek
Wille,German
Volere,Italian
vai,Portuguese
воля,Russian
将要,Chinese
意思,Japanese
akan,Indonesian
इच्छा,Hindi
হবে,Bengali
juegos,Spanish
jeux,French
ألعاب,Arabic
παιχνίδια,Greek
Spiele,German
giochi,Italian
jogos,Portuguese
игры,Russian
游戏,Chinese
ゲーム,Japanese
pertandingan,Indonesian
खेल,Hindi
গেম,Bengali
salud,Spanish
santé,French
صحة,Arabic
υγεία,Greek
Gesundheit,German
salute,Italian
saúde,Portuguese
здоровье,Russian
健康,Chinese
健康,Japanese
kesehatan,Indonesian
स्वास्थ्य,Hindi
স্বাস্থ্য,Bengali
es,Spanish
est,French
يكون,Arabic
είναι,Greek
Ist,German
È,Italian
é,Portuguese
является,Russian
是,Chinese
は,Japanese
adalah,Indonesian
है,Hindi
হয়,Bengali
también,Spanish
aussi,French
أيضًا,Arabic
επίσης,Greek
Auch,German
Anche,Italian
também,Portuguese
также,Russian
还,Chinese
また,Japanese
Juga,Indonesian
भी,Hindi
এছাড়াও,Bengali
auto,Spanish
voiture,French
سيارة,Arabic
αυτοκίνητο,Greek
Auto,German
auto,Italian
carro,Portuguese
машина,Russian
车,Chinese
車,Japanese
mobil,Indonesian
कार,Hindi
গাড়ী,Bengali
dónde,Spanish
où,French
أين,Arabic
όπου,Greek
Wo,German
Dove,Italian
onde,Portuguese
где,Russian
在哪里,Chinese
どこ,Japanese
Di mana,Indonesian
कहाँ,Hindi
যেখানে,Bengali
nosotros,Spanish
nous,French
نحن,Arabic
εμείς,Greek
Wir,German
Noi,Italian
nós,Portuguese
мы,Russian
我们,Chinese
私たちは,Japanese
Kami,Indonesian
हम,Hindi
আমরা,Bengali
saber,Spanish
savoir,French
يعرف,Arabic
ξέρω,Greek
wissen,German
Sapere,Italian
saber,Portuguese
знать,Russian
知道,Chinese
知る,Japanese
tahu,Indonesian
जानना,Hindi
জানি,Bengali
dos,Spanish
deux,French
اثنين,Arabic
δυο,Greek
zwei,German
due,Italian
dois,Portuguese
два,Russian
二,Chinese
二,Japanese
dua,Indonesian
दो,Hindi
দুই,Bengali
web,Spanish
la toile,French
الويب,Arabic
ιστός,Greek
Web,German
web,Italian
rede,Portuguese
сеть,Russian
网络,Chinese
ウェブ,Japanese
web,Indonesian
वेब,Hindi
ওয়েব,Bengali
nacional,Spanish
national,French
وطني,Arabic
εθνικός,Greek
national,German
nazionale,Italian
nacional,Portuguese
национальный,Russian
国家的,Chinese
全国,Japanese
nasional,Indonesian
राष्ट्रीय,Hindi
জাতীয়,Bengali
d,Spanish
d,French
د,Arabic
ρε,Greek
D,German
D,Italian
d,Portuguese
д,Russian
d,Chinese
d,Japanese
D,Indonesian
डी,Hindi
d,Bengali
era,Spanish
était,French
كان,Arabic
ήταν,Greek
War,German
era,Italian
era,Portuguese
был,Russian
曾是,Chinese
だった,Japanese
adalah,Indonesian
था,Hindi
ছিল,Bengali
correo electrónico,Spanish
e-mail,French
بريد إلكتروني,Arabic
e-mail,Greek
E-Mail,German
e-mail,Italian
e-mail,Portuguese
электронная почта,Russian
电子邮件,Chinese
電子メール,Japanese
e-mail,Indonesian
ईमेल,Hindi
ইমেইল,Bengali
OMS,Spanish
OMS,French
من,Arabic
ΠΟΥ,Greek
WHO,German
Chi,Italian
Quem,Portuguese
ВОЗ,Russian
WHO,Chinese
誰が,Japanese
WHO,Indonesian
कौन,Hindi
WHO,Bengali
educación,Spanish
éducation,French
تعليم,Arabic
εκπαίδευση,Greek
Ausbildung,German
istruzione,Italian
educação,Portuguese
образование,Russian
教育,Chinese
教育,Japanese
pendidikan,Indonesian
शिक्षा,Hindi
শিক্ষা,Bengali
Bueno,Spanish
Bien,French
حسنًا,Arabic
Λοιπόν,Greek
Also,German
BENE,Italian
bem,Portuguese
хорошо,Russian
出色地,Chinese
良い,Japanese
Sehat,Indonesian
कुंआ,Hindi
ভাল,Bengali
un,Spanish
un,French
ان,Arabic
ένα,Greek
ein,German
UN,Italian
um,Portuguese
а,Russian
一个,Chinese
の,Japanese
sebuah,Indonesian
एक,Hindi
একটি,Bengali
programa,Spanish
programme,French
برنامج,Arabic
πρόγραμμα,Greek
Programm,German
programma,Italian
programa,Portuguese
программа,Russian
程序,Chinese
プログラム,Japanese
program,Indonesian
कार्यक्रम,Hindi
প্রোগ্রাম,Bengali
en,Spanish
dans,French
داخل,Arabic
σε,Greek
hinein,German
in,Italian
em,Portuguese
в,Russian
进入,Chinese
の中へ,Japanese
ke dalam,Indonesian
में,Hindi
মধ্যে,Bengali
negocio,Spanish
entreprise,French
عمل,Arabic
επιχείρηση,Greek
Geschäft,German
Attività commerciale,Italian
negócios,Portuguese
бизнес,Russian
商业,Chinese
仕事,Japanese
bisnis,Indonesian
व्यापार,Hindi
ব্যবসা,Bengali
oficina,Spanish
bureau,French
مكتب,Arabic
γραφείο,Greek
Büro,German
ufficio,Italian
escritório,Portuguese
офис,Russian
办公室,Chinese
オフィス,Japanese
kantor,Indonesian
कार्यालय,Hindi
অফিস,Bengali
video,Spanish
vidéo,French
