text,language
Je pense que j'irai me promener dans le parc plus tard.,French
أعتقد أنني سأذهب للنزهة في الحديقة في وقت لاحق.,Arabic
Νομίζω ότι θα πάω μια βόλτα στο πάρκο αργότερα.,Greek
"Ich glaube, ich gehe später im Park spazieren.",German
Penso che più tardi andrò a fare una passeggiata nel parco.,Italian
Acho que vou dar um passeio no parque mais tarde.,Portuguese
"Я думаю, что пойду погулять в парке позже.",Russian
我想稍后我会去公园散步。,Chinese
後で公園に散歩に行こうと思います。,Japanese
Sepertinya aku akan berjalan-jalan di taman nanti.,Indonesian
मुझे लगता है कि मैं बाद में पार्क में टहलने जाऊंगा।,Hindi
ভাবছি পরে পার্কে বেড়াতে যাব।,Bengali
The smell of freshly baked bread is amazing.,English
El olor a pan recién horneado es increíble.,Spanish
L'odeur du pain fraîchement sorti du four est incroyable.,French
رائحة الخبز الطازج مذهلة.,Arabic
Η μυρωδιά του φρεσκοψημένου ψωμιού είναι εκπληκτική.,Greek
Der Duft von frisch gebackenem Brot ist erstaunlich.,German
Il profumo del pane appena sfornato è meraviglioso.,Italian
O cheiro de pão recém-assado é incrível.,Portuguese
Запах свежеиспеченного хлеба потрясающий.,Russian
新鲜出炉的面包的香味令人惊叹。,Chinese
焼きたてのパンの香りは格別です。,Japanese
Aroma roti yang baru dipanggang sungguh menakjubkan.,Indonesian
ताज़ी पकी हुई ब्रेड की महक अद्भुत है।,Hindi
তাজা বেকড রুটির গন্ধ আশ্চর্যজনক।,Bengali
What time is the movie starting?,English
¿A qué hora empieza la película?,Spanish
À quelle heure commence le film ?,French
في أي وقت يبدأ الفيلم؟,Arabic
Τι ώρα ξεκινάει η ταινία;,Greek
Um wie viel Uhr beginnt der Film?,German
A che ora inizia il film?,Italian
A que horas começa o filme?,Portuguese
Во сколько начинается фильм?,Russian
电影几点开始？,Chinese
映画は何時に始まりますか?,Japanese
Jam berapa filmnya dimulai?,Indonesian
फिल्म कितने बजे शुरू हो रही है?,Hindi
সিনেমাটি কয়টায় শুরু হচ্ছে?,Bengali
This coffee is too hot.,English
Este café está demasiado caliente.,Spanish
Ce café est trop chaud.,French
هذه القهوة ساخنة جداً,Arabic
Αυτός ο καφές είναι πολύ ζεστός.,Greek
Dieser Kaffee ist zu heiß.,German
Questo caffè è troppo caldo.,Italian
Este café está muito quente.,Portuguese
Этот кофе слишком горячий.,Russian
这咖啡太热了。,Chinese
このコーヒーは熱すぎます。,Japanese
Kopi ini terlalu panas.,Indonesian
यह कॉफ़ी बहुत गर्म है.,Hindi
এই কফি খুব গরম.,Bengali
What are your plans for the summer?,English
¿Cuáles son tus planes para el verano?,Spanish
Quels sont vos projets pour l'été ?,French
ما هي خططك لفصل الصيف؟,Arabic
Ποια είναι τα σχέδια σου για το καλοκαίρι;,Greek
Was sind deine Pläne für den Sommer?,German
Quali sono i tuoi programmi per l'estate?,Italian
Quais são seus planos para o verão?,Portuguese
Какие у тебя планы на лето?,Russian
你夏天有什么计划？,Chinese
夏の計画は何ですか?,Japanese
Apa rencanamu untuk musim panas?,Indonesian
गर्मियों के लिए आपकी क्या योजनाएं हैं?,Hindi
গ্রীষ্মের জন্য আপনার পরিকল্পনা কি?,Bengali
The sunset is breathtaking tonight.,English
La puesta de sol es impresionante esta noche.,Spanish
Le coucher de soleil est à couper le souffle ce soir.,French
غروب الشمس لالتقاط الأنفاس هذه الليلة.,Arabic
Το ηλιοβασίλεμα απόψε κόβει την ανάσα.,Greek
Der Sonnenuntergang ist heute Abend atemberaubend.,German
Il tramonto stasera è mozzafiato.,Italian
O pôr do sol está de tirar o fôlego esta noite.,Portuguese
Закат сегодня потрясающий.,Russian
今晚的日落美得令人窒息。,Chinese
今夜の夕日は息をのむほど美しいです。,Japanese
Matahari terbenam sungguh menakjubkan malam ini.,Indonesian
आज रात सूर्यास्त मनमोहक है।,Hindi
সূর্যাস্ত আজ রাতে শ্বাসরুদ্ধকর।,Bengali
I need to get some more groceries.,English
Necesito hacer más compras.,Spanish
Je dois faire d'autres courses.,French
أحتاج للحصول على المزيد من البقالة.,Arabic
Πρέπει να πάρω άλλα ψώνια.,Greek
Ich muss noch ein paar Lebensmittel besorgen.,German
Ho bisogno di fare altra spesa.,Italian
Preciso comprar mais mantimentos.,Portuguese
Мне нужно купить еще продуктов.,Russian
我需要去买一些杂货。,Chinese
もっと食料品を買わなければなりません。,Japanese
Saya perlu membeli bahan makanan lagi.,Indonesian
मुझे कुछ और किराने का सामान लेना है.,Hindi
আমার আরও কিছু মুদি আনতে হবে।,Bengali
Don't forget to take out the trash.,English
No olvides sacar la basura.,Spanish
N'oubliez pas de sortir les poubelles.,French
لا تنس إخراج القمامة.,Arabic
Μην ξεχάσετε να βγάλετε τα σκουπίδια.,Greek
"Vergessen Sie nicht, den Müll rauszubringen.",German
Non dimenticare di portare fuori la spazzatura.,Italian
Não se esqueça de tirar o lixo.,Portuguese
Не забудьте вынести мусор.,Russian
别忘了把垃圾倒掉。,Chinese
ゴミ出しも忘れずに。,Japanese
Jangan lupa membuang sampah.,Indonesian
कूड़ा बाहर निकालना न भूलें.,Hindi
আবর্জনা বের করতে ভুলবেন না।,Bengali
I love listening to music while I work.,English
Me encanta escuchar música mientras trabajo.,Spanish
J'aime écouter de la musique pendant que je travaille.,French
أحب الاستماع إلى الموسيقى أثناء العمل.,Arabic
Μου αρέσει να ακούω μουσική ενώ δουλεύω.,Greek
"Ich liebe es, Musik zu hören, während ich arbeite.",German
Adoro ascoltare la musica mentre lavoro.,Italian
Adoro ouvir música enquanto trabalho.,Portuguese
Я люблю слушать музыку во время работы.,Russian
我喜欢在工作时听音乐。,Chinese
仕事中に音楽を聴くのが大好きです。,Japanese
Saya suka mendengarkan musik sambil bekerja.,Indonesian
मुझे काम करते समय संगीत सुनना पसंद है।,Hindi
আমি কাজ করার সময় গান শুনতে ভালোবাসি।,Bengali
The library is a quiet place to study.,English
La biblioteca es un lugar tranquilo para estudiar.,Spanish
La bibliothèque est un endroit calme pour étudier.,French
المكتبة مكان هادئ للدراسة.,Arabic
Η βιβλιοθήκη είναι ένα ήσυχο μέρος για μελέτη.,Greek
Die Bibliothek ist ein ruhiger Ort zum Lernen.,German
La biblioteca è un posto tranquillo dove studiare.,Italian
A biblioteca é um lugar tranquilo para estudar.,Portuguese
Библиотека — тихое место для учебы.,Russian
图书馆是一个安静的学习场所。,Chinese
図書館は静かに勉強できる場所です。,Japanese
Perpustakaan adalah tempat yang tenang untuk belajar.,Indonesian
पुस्तकालय अध्ययन के लिए एक शांत जगह है।,Hindi
লাইব্রেরি অধ্যয়নের জন্য একটি শান্ত জায়গা।,Bengali
My favorite color is blue.,English
Mi color favorito es el azul.,Spanish
Ma couleur préférée est le bleu.,French
اللون المفضل لدي هو الأزرق.,Arabic
Το αγαπημένο μου χρώμα είναι το μπλε.,Greek
Meine Lieblingsfarbe ist Blau.,German
Il mio colore preferito è il blu.,Italian
Minha cor favorita é azul.,Portuguese
Мой любимый цвет синий.,Russian
我最喜欢的颜色是蓝色。,Chinese
私の好きな色は青です。,Japanese
Warna favorit saya adalah biru.,Indonesian
नीला मेरा मनपसंद रंग है।,Hindi
আমার প্রিয় রং নীল।,Bengali
This book is really captivating.,English
Este libro es realmente cautivador.,Spanish
Ce livre est vraiment captivant.,French
هذا الكتاب آسر حقا.,Arabic
Αυτό το βιβλίο είναι πραγματικά συναρπαστικό.,Greek
Dieses Buch ist wirklich fesselnd.,German
Questo libro è davvero accattivante.,Italian
Este livro é realmente cativante.,Portuguese
Эта книга действительно захватывает.,Russian
这本书真的很吸引人。,Chinese
この本は本当に魅力的です。,Japanese
Buku ini sungguh menawan.,Indonesian
यह किताब सचमुच मनमोहक है.,Hindi
এই বই সত্যিই চিত্তাকর্ষক.,Bengali
I'm trying to learn a new language.,English
Estoy tratando de aprender un nuevo idioma.,Spanish
J'essaie d'apprendre une nouvelle langue.,French
أحاول أن أتعلم لغة جديدة.,Arabic
Προσπαθώ να μάθω μια νέα γλώσσα.,Greek
Ich versuche eine neue Sprache zu lernen.,German
Sto cercando di imparare una nuova lingua.,Italian
Estou tentando aprender um novo idioma.,Portuguese
Я пытаюсь выучить новый язык.,Russian
我正在尝试学习一门新语言。,Chinese
新しい言語を学ぼうとしています。,Japanese
Saya mencoba belajar bahasa baru.,Indonesian
मैं एक नई भाषा सीखने की कोशिश कर रहा हूं।,Hindi
আমি একটি নতুন ভাষা শেখার চেষ্টা করছি।,Bengali
The dog needs to be walked.,English
Es necesario pasear al perro.,Spanish
Le chien a besoin d'être promené.,French
الكلب يحتاج إلى المشي.,Arabic
Ο σκύλος πρέπει να περπατήσει.,Greek
Der Hund muss Gassi geführt werden.,German
Il cane ha bisogno di essere portato a spasso.,Italian
O cachorro precisa ser passeado.,Portuguese
Собаку нужно выгуливать.,Russian
狗需要遛。,Chinese
犬は散歩する必要がある。,Japanese
Anjing itu perlu diajak jalan-jalan.,Indonesian
कुत्ते को टहलाने की जरूरत है.,Hindi
কুকুরকে হাঁটতে হবে।,Bengali
I'm feeling a bit tired today.,English
Me siento un poco cansado hoy.,Spanish
Je me sens un peu fatigué aujourd'hui.,French
أشعر بالتعب قليلا اليوم.,Arabic
Νιώθω λίγο κουρασμένος σήμερα.,Greek
Ich fühle mich heute etwas müde.,German
Mi sento un po' stanco oggi.,Italian
Estou me sentindo um pouco cansado hoje.,Portuguese
Я чувствую себя немного уставшим сегодня.,Russian
我今天感觉有点累。,Chinese
今日は少し疲れています。,Japanese
Aku merasa sedikit lelah hari ini.,Indonesian
आज मुझे थोड़ी थकान महसूस हो रही है.,Hindi
আমি আজ একটু ক্লান্ত বোধ করছি।,Bengali
Let's meet for lunch tomorrow.,English
Nos vemos mañana para almorzar.,Spanish
Retrouvons-nous pour le déjeuner demain.,French
دعونا نجتمع لتناول طعام الغداء غدا.,Arabic
Ας βρεθούμε για μεσημεριανό αύριο.,Greek
Treffen wir uns morgen zum Mittagessen.,German
Ci vediamo domani a pranzo.,Italian
Vamos nos encontrar para almoçar amanhã.,Portuguese
Давай встретимся завтра за обедом.,Russian
我们明天一起吃午饭吧。,Chinese
明日のランチにお会いしましょう。,Japanese
Mari kita bertemu untuk makan siang besok.,Indonesian
चलो कल दोपहर के भोजन पर मिलते हैं।,Hindi
কাল দুপুরের খাবারের জন্য দেখা করি।,Bengali
Did you hear about the new restaurant downtown?,English
¿Has oído hablar del nuevo restaurante del centro?,Spanish
Avez-vous entendu parler du nouveau restaurant du centre-ville ?,French
هل سمعت عن المطعم الجديد في وسط المدينة؟,Arabic
Έχετε ακούσει για το νέο εστιατόριο στο κέντρο της πόλης;,Greek
Haben Sie schon von dem neuen Restaurant in der Innenstadt gehört?,German
Hai sentito del nuovo ristorante in centro?,Italian
Você ouviu falar do novo restaurante no centro da cidade?,Portuguese
Вы слышали о новом ресторане в центре города?,Russian
你听说市中心的新餐厅了吗？,Chinese
ダウンタウンにある新しいレストランについて聞いたことがありますか?,Japanese
Pernahkah Anda mendengar tentang restoran baru di pusat kota?,Indonesian
क्या आपने शहर के नए रेस्तरां के बारे में सुना?,Hindi
আপনি কি নতুন রেস্টুরেন্ট ডাউনটাউন সম্পর্কে শুনেছেন?,Bengali
I'm going to bed early tonight.,English
Esta noche me acostaré temprano.,Spanish
Je vais me coucher tôt ce soir.,French
سأذهب إلى الفراش مبكراً هذه الليلة.,Arabic
Πάω για ύπνο νωρίς απόψε.,Greek
Ich gehe heute Abend früh zu Bett.,German
Vado a letto presto stasera.,Italian
Vou dormir cedo esta noite.,Portuguese
Я сегодня лягу спать рано.,Russian
今晚我要早点睡觉。,Chinese
今夜は早く寝ます。,Japanese
Aku akan tidur lebih awal malam ini.,Indonesian
मैं आज रात जल्दी सोने जा रहा हूँ।,Hindi
আমি আজ রাতে তাড়াতাড়ি ঘুমাতে যাচ্ছি.,Bengali
The flowers in the garden are blooming.,English
Las flores del jardín están floreciendo.,Spanish
Les fleurs du jardin s'épanouissent.,French
الزهور في الحديقة تتفتح.,Arabic
Τα λουλούδια στον κήπο ανθίζουν.,Greek
Die Blumen im Garten blühen.,German
I fiori nel giardino stanno sbocciando.,Italian
As flores do jardim estão desabrochando.,Portuguese
Цветы в саду цветут.,Russian
花园里的花正在盛开。,Chinese
庭の花が咲いています。,Japanese
Bunga-bunga di taman sedang bermekaran.,Indonesian
बगीचे में फूल खिल रहे हैं.,Hindi
বাগানে ফুল ফুটেছে।,Bengali
I need to buy a new pair of shoes.,English
Necesito comprar un par de zapatos nuevos.,Spanish
Je dois acheter une nouvelle paire de chaussures.,French
أحتاج لشراء زوج جديد من الأحذية.,Arabic
Πρέπει να αγοράσω ένα καινούργιο ζευγάρι παπούτσια.,Greek
Ich muss ein neues Paar Schuhe kaufen.,German
Devo comprare un nuovo paio di scarpe.,Italian
Preciso comprar um novo par de sapatos.,Portuguese
Мне нужно купить новую пару обуви.,Russian
我需要买一双新鞋。,Chinese
新しい靴を買わなければなりません。,Japanese
Saya perlu membeli sepasang sepatu baru.,Indonesian
मुझे जूते की एक नई जोड़ी खरीदनी है।,Hindi
আমার এক জোড়া জুতা কিনতে হবে।,Bengali
This cake is delicious!,English
¡Este pastel es delicioso!,Spanish
Ce gâteau est délicieux !,French
هذه الكعكة لذيذة!,Arabic
Αυτό το κέικ είναι νόστιμο!,Greek
Dieser Kuchen ist köstlich!,German
Questa torta è deliziosa!,Italian
Este bolo é delicioso!,Portuguese
Этот торт очень вкусный!,Russian
这个蛋糕真好吃！,Chinese
このケーキはおいしいですよ！,Japanese
Kue ini enak!,Indonesian
यह केक स्वादिष्ट है!,Hindi
এই পিষ্টক সুস্বাদু!,Bengali
Turn left at the next intersection.,English
Gire a la izquierda en el siguiente cruce.,Spanish
Tournez à gauche à la prochaine intersection.,French
انعطف يسارًا عند التقاطع التالي.,Arabic
Στρίψτε αριστερά στην επόμενη διασταύρωση.,Greek
An der nächsten Kreuzung biegen Sie links ab.,German
Girare a sinistra al prossimo incrocio.,Italian
Vire à esquerda no próximo cruzamento.,Portuguese
Поверните налево на следующем перекрестке.,Russian
在下一个路口左转。,Chinese
次の交差点を左折します。,Japanese
Belok kiri di persimpangan berikutnya.,Indonesian
अगले चौराहे पर बाएँ मुड़ें।,Hindi
পরবর্তী মোড়ে বাম দিকে ঘুরুন।,Bengali
I'm looking forward to my vacation.,English
Estoy deseando que lleguen mis vacaciones.,Spanish
J'attends mes vacances avec impatience.,French
أنا أتطلع إلى إجازتي.,Arabic
Ανυπομονώ για τις διακοπές μου.,Greek
Ich freue mich auf meinen Urlaub.,German
Non vedo l'ora che arrivi la mia vacanza.,Italian
Estou ansioso pelas minhas férias.,Portuguese
Я с нетерпением жду отпуска.,Russian
我期待着我的假期。,Chinese
休暇を楽しみにしています。,Japanese
Saya menantikan liburan saya.,Indonesian
मैं अपनी छुट्टियों का इंतजार कर रहा हूं.,Hindi
আমি আমার ছুটির জন্য উন্মুখ.,Bengali
The air smells fresh after the rain.,English
El aire huele fresco después de la lluvia.,Spanish
L'air sent bon après la pluie.,French
رائحة الهواء منعشة بعد المطر.,Arabic
Ο αέρας μυρίζει φρέσκο ​​μετά τη βροχή.,Greek
Die Luft riecht frisch nach dem Regen.,German
L'aria profuma di fresco dopo la pioggia.,Italian
O ar cheira fresco depois da chuva.,Portuguese
Воздух пахнет свежестью после дождя.,Russian
雨后空气清新。,Chinese
雨が降った後の空気は爽やかな香りがします。,Japanese
Udara berbau segar setelah hujan.,Indonesian
बारिश के बाद हवा में ताजगी की खुशबू आती है।,Hindi
বৃষ্টির পর বাতাসে সতেজ গন্ধ।,Bengali
I think I left my umbrella at work.,English
Creo que dejé mi paraguas en el trabajo.,Spanish
Je pense que j'ai oublié mon parapluie au travail.,French
أعتقد أنني تركت مظلتي في العمل.,Arabic
Νομίζω ότι άφησα την ομπρέλα μου στη δουλειά.,Greek
"Ich glaube, ich habe meinen Regenschirm bei der Arbeit gelassen.",German
Credo di aver lasciato l'ombrello al lavoro.,Italian
Acho que deixei meu guarda-chuva no trabalho.,Portuguese
"Кажется, я забыл свой зонтик на работе.",Russian
我想我把伞忘在上班的地方了。,Chinese
職場に傘を忘れてしまったようです。,Japanese
Sepertinya aku meninggalkan payungku di tempat kerja.,Indonesian
मुझे लगता है कि मैंने अपना छाता काम पर छोड़ दिया है।,Hindi
আমি মনে করি আমি আমার ছাতা কাজে রেখেছি।,Bengali
What's your favorite kind of music?,English
¿Cuál es tu tipo de música favorito?,Spanish
Quel est votre genre de musique préféré ?,French
ما هو نوع الموسيقى المفضل لديك؟,Arabic
Ποιο είναι το αγαπημένο σου είδος μουσικής;,Greek
Was ist deine Lieblingsmusik?,German
Qual è il tuo genere musicale preferito?,Italian
Qual é o seu tipo de música favorito?,Portuguese
Какая твоя любимая музыка?,Russian
你最喜欢什么类型的音乐？,Chinese
好きな音楽は何ですか?,Japanese
Apa jenis musik favoritmu?,Indonesian
तुम्हारा पसंदीदा प्रकार का संगीत कौन सा है?,Hindi
আপনার প্রিয় ধরনের সঙ্গীত কি?,Bengali
This puzzle is really challenging.,English
Este rompecabezas es realmente desafiante.,Spanish
Ce puzzle est vraiment difficile.,French
هذا اللغز يمثل تحديًا حقيقيًا.,Arabic
Αυτό το παζλ είναι πραγματικά προκλητικό.,Greek
Dieses Rätsel ist wirklich anspruchsvoll.,German
Questo puzzle è davvero impegnativo.,Italian
Este quebra-cabeça é realmente desafiador.,Portuguese
Эта головоломка действительно сложная.,Russian
这个谜题确实很有挑战性。,Chinese
このパズルは本当に難しいです。,Japanese
Teka-teki ini sungguh menantang.,Indonesian
यह पहेली वाकई चुनौतीपूर्ण है.,Hindi
এই ধাঁধা সত্যিই চ্যালেঞ্জিং.,Bengali
I made a reservation for dinner tonight.,English
Hice una reserva para cenar esta noche.,Spanish
J'ai fait une réservation pour le dîner de ce soir.,French
لقد قمت بالحجز لتناول العشاء الليلة.,Arabic
Έκανα κράτηση για δείπνο απόψε.,Greek
Ich habe heute Abend ein Abendessen reserviert.,German
Ho prenotato per la cena stasera.,Italian
Fiz uma reserva para jantar hoje à noite.,Portuguese
Я забронировал столик на ужин сегодня вечером.,Russian
我预订了今晚的晚餐。,Chinese
今夜のディナーを予約しました。,Japanese
Saya membuat reservasi untuk makan malam malam ini.,Indonesian
मैंने आज रात के खाने के लिए आरक्षण कराया।,Hindi
আমি আজ রাতে ডিনারের জন্য রিজার্ভেশন করেছি।,Bengali
The leaves are changing color.,English
Las hojas están cambiando de color.,Spanish
Les feuilles changent de couleur.,French
الأوراق تتغير لونها.,Arabic
Τα φύλλα αλλάζουν χρώμα.,Greek
Die Blätter verändern ihre Farbe.,German
Le foglie stanno cambiando colore.,Italian
As folhas estão mudando de cor.,Portuguese
Листья меняют цвет.,Russian
叶子正在变色。,Chinese
葉っぱの色が変わってきています。,Japanese
Daunnya berubah warna.,Indonesian
पत्तियाँ रंग बदल रही हैं।,Hindi
পাতার রং বদলাচ্ছে।,Bengali
I'm going to visit my family next week.,English
Voy a visitar a mi familia la próxima semana.,Spanish
Je vais rendre visite à ma famille la semaine prochaine.,French
سأذهب لزيارة عائلتي الأسبوع المقبل.,Arabic
Θα επισκεφθώ την οικογένειά μου την επόμενη εβδομάδα.,Greek
Ich werde nächste Woche meine Familie besuchen.,German
La prossima settimana andrò a trovare la mia famiglia.,Italian
Vou visitar minha família na próxima semana.,Portuguese
Я собираюсь навестить свою семью на следующей неделе.,Russian
下周我要去拜访我的家人。,Chinese
来週家族を訪ねるつもりです。,Japanese
Saya akan mengunjungi keluarga saya minggu depan.,Indonesian
मैं अगले सप्ताह अपने परिवार से मिलने जा रहा हूं।,Hindi
আমি আগামী সপ্তাহে আমার পরিবারের সাথে দেখা করতে যাচ্ছি।,Bengali
Remember to lock the door when you leave.,English
Recuerde cerrar la puerta con llave cuando salga.,Spanish
N'oubliez pas de verrouiller la porte lorsque vous partez.,French
تذكر أن تقفل الباب عند المغادرة.,Arabic
Θυμηθείτε να κλειδώσετε την πόρτα όταν φεύγετε.,Greek
"Denken Sie daran, die Tür abzuschließen, wenn Sie gehen.",German
Ricordati di chiudere a chiave la porta quando esci.,Italian
Lembre-se de trancar a porta ao sair.,Portuguese
"Не забудьте запереть дверь, когда уходите.",Russian
离开时记得锁门。,Chinese
出かけるときは忘れずにドアに鍵をかけてください。,Japanese
Ingatlah untuk mengunci pintu ketika Anda pergi.,Indonesian
जब आप बाहर निकलें तो दरवाज़ा बंद करना याद रखें।,Hindi
যাওয়ার সময় দরজা লক করতে মনে রাখবেন।,Bengali
I enjoy cooking new recipes.,English
Disfruto cocinando nuevas recetas.,Spanish
J'aime cuisiner de nouvelles recettes.,French
أنا أستمتع بطبخ وصفات جديدة.,Arabic
Μου αρέσει να μαγειρεύω νέες συνταγές.,Greek
"Es macht mir Spaß, neue Rezepte zu kochen.",German
Mi piace cucinare nuove ricette.,Italian
Gosto de cozinhar novas receitas.,Portuguese
Мне нравится готовить новые рецепты.,Russian
我喜欢烹饪新食谱。,Chinese
新しいレシピを作るのが楽しいです。,Japanese
Saya menikmati memasak resep baru.,Indonesian
मुझे नई-नई रेसिपी बनाने में मजा आता है।,Hindi
আমি নতুন রেসিপি রান্না উপভোগ করি।,Bengali
Have you seen my blue sweater?,English
¿Has visto mi suéter azul?,Spanish
As-tu vu mon pull bleu ?,French
هل رأيت سترتي الزرقاء؟,Arabic
Είδες το μπλε πουλόβερ μου;,Greek
Hast du meinen blauen Pullover gesehen?,German
Hai visto il mio maglione blu?,Italian
Você viu meu suéter azul?,Portuguese
Ты видел мой синий свитер?,Russian
你看到我的蓝色毛衣了吗？,Chinese
私の青いセーターを見ましたか？,Japanese
Pernahkah kamu melihat sweter biruku?,Indonesian
क्या तुमने मेरा नीला स्वेटर देखा है?,Hindi
তুমি কি আমার নীল সোয়েটার দেখেছ?,Bengali
I'm excited for the weekend!,English
¡Estoy emocionado por el fin de semana!,Spanish
J'ai hâte pour le week-end !,French
أنا متحمس لعطلة نهاية الأسبوع!,Arabic
Είμαι ενθουσιασμένος για το Σαββατοκύριακο!,Greek
Ich freue mich auf das Wochenende!,German
Sono emozionato per il fine settimana!,Italian
Estou animado para o fim de semana!,Portuguese
Я с нетерпением жду выходных!,Russian
我对周末很兴奋！,Chinese
週末が楽しみです！,Japanese
Saya bersemangat untuk akhir pekan!,Indonesian
मैं सप्ताहांत के लिए उत्साहित हूँ!,Hindi
আমি উইকএন্ডের জন্য উত্তেজিত!,Bengali
The traffic was terrible this morning.,English
Esta mañana el tráfico era terrible.,Spanish
La circulation était épouvantable ce matin.,French
كانت حركة المرور رهيبة هذا الصباح.,Arabic
