text,language
I'm feeling very tired I think I'll go to bed early tonight.,en
I'm planning a trip to Paris next year I can't wait!,en
The store is closing soon we need to hurry up.,en
The sky is a beautiful shade of blue today it's a perfect day for a picnic.,en
I need to water the plants they look a little dry.,en
I'm feeling very proud of myself for achieving my goal.,en
Can you please help me carry these groceries to the car?,en
I'm going to bake some cookies later today they're my favorite.,en
The concert was amazing the band was incredible.,en
I need to fix the leaky faucet in the bathroom.,en
I'm going to clean the house this weekend it's getting a bit messy.,en
The weather is getting colder I need to put on a jacket.,en
I'm feeling a bit lonely today I should call a friend.,en
I'm learning to play the guitar it's a fun challenge.,en
The train is delayed by 15 minutes I'll be late for my meeting.,en
I'm trying to learn more about cooking I've been watching a lot of videos.,en
The children are excited about their upcoming school trip.,en
I'm going to the beach with my friends this weekend.,en
The mailman just delivered a package I wonder what it is.,en
I'm feeling very grateful for all the good things in my life.,en
Could you please turn up the volume? I can't hear the TV.,en
I'm going to buy a new laptop soon my old one is getting very slow.,en
The flowers you gave me are beautiful thank you!,en
I'm feeling very inspired today I think I'll start a new project.,en
The restaurant we went to last night had amazing food we should go back.,en
I'm going to take a shower and then get ready for work.,en
The dog is barking at the mailman again.,en
I'm feeling a little bit anxious about my upcoming presentation.,en
The park is full of people enjoying the sunny weather.,en
I need to buy some new batteries for the remote control.,en
I'm excited to see my family for the holidays.,en
The road is closed due to construction I'll have to find another route.,en
I'm feeling very tired after a long day at work.,en
Can you please stop annoying me?,en
I need to charge my phone before I leave the house.,en
The coffee shop on the corner makes the best lattes.,en
Did you see the game last night? It was incredible!,en
My neighbor has a beautiful garden full of colorful flowers.,en
Please pass the salt and pepper.,en
I'm going for a walk in the park to get some fresh air.,en
That movie was so funny I couldn't stop laughing.,en
The leaves on the trees are starting to change color.,en
I think I might try a new recipe for dinner tonight.,en
Could you help me carry these groceries inside?,en
The bus is running late again.,en
I'm feeling a little tired today.,en
Don't forget to water the plants before you go on vacation.,en
The library has a great selection of books.,en
I love the smell of freshly baked bread.,en
Have you heard the new song by that band?,en
It's supposed to be sunny and warm all weekend.,en
I need to get a haircut soon.,en
The traffic was really bad this morning.,en
What time does the train leave?,en
I'm excited for the concert next week.,en
My dog loves to play fetch in the yard.,en
The pizza here is delicious!,en
I should probably go to the gym later.,en
Can you believe how quickly time flies?,en
I'm going to make a grocery list before I go shopping.,en
The sunset last night was breathtaking.,en
I'm trying to learn a new language.,en
My favorite color is blue.,en
I think I left my keys at home.,en
The birds are singing beautifully this morning.,en
I'm looking forward to the weekend.,en
I need to buy a new pair of shoes.,en
The air conditioning feels so good on a hot day.,en
Did you finish reading that book yet?,en
I'm going to bake a cake for my friend's birthday.,en
The museum has an interesting exhibit on ancient artifacts.,en
I love the sound of rain on the roof.,en
I'm thinking about getting a new phone.,en
The coffee is too hot to drink.,en
I'm going to call my mom later today.,en
The park is a great place to relax and unwind.,en
I need to fold the laundry.,en
The sky is full of stars tonight.,en
I'm going to try to get to bed early tonight.,en
I'm making a salad for lunch.,en
The dog needs to be walked.,en
I'm going to vacuum the living room.,en
I need to pay the bills.,en
I'm going to wash the dishes.,en
I need to take out the trash.,en
The pizza is almost ready I can smell it from here!,en
Could you please pass the salt? My pasta needs a little more seasoning.,en
My phone battery is almost dead; I need to plug it in soon.,en
I'm feeling a bit under the weather today; I think I'll stay home and rest.,en
The bus is running late again this morning causing a big delay.,en
That new coffee shop downtown makes amazing lattes.,en
What time does the movie start tonight? I don't want to miss the beginning.,en
I'm going to the park later to read a book and relax in the sun.,en
The flowers in the garden are blooming beautifully this year.,en
Please remember to water the plants before you leave for work.,en
I finished that challenging crossword puzzle finally!,en
Let's order takeout tonight; I don't feel like cooking.,en
The dog is barking at the mailman again.,en
I need to find a new pair of running shoes; mine are completely worn out.,en
What's your favorite type of ice cream? Mine is chocolate chip cookie dough.,en
I think I left my keys on the kitchen counter.,en
This meeting is running over; I need to leave for my doctor's appointment.,en
The sunset tonight was absolutely breathtaking!,en
I'm looking forward to the weekend; I plan to relax and catch up on my sleep.,en
Remember to RSVP to Sarah's birthday party by Friday.,en
Traffic was terrible this morning but I made it to work on time.,en
The library is a quiet place to study and read.,en
This new recipe is a little complicated; I hope it tastes good.,en
Did you see that incredible lightning storm last night?,en
My car needs a new oil change soon.,en
I'm so happy to finally have finished that project at work.,en
Let's go for a walk in the woods; the weather is perfect.,en
The children are playing happily in the backyard.,en
I'm going to bake a cake for my friend's birthday.,en
Please don't forget to pick up the dry cleaning after work.,en
I'm feeling very tired; I think I'll go to bed early tonight.,en
The concert was amazing; the music was incredible!,en
What are your plans for the summer vacation?,en
I'm going to the grocery store to buy some vegetables.,en
This soup is delicious; what's the recipe?,en
My favorite color is blue it is so calming.,en
The train is delayed by 20 minutes; I might be late to the meeting.,en
I hope it doesn't rain tomorrow; I have a picnic planned.,en
He's a talented artist; his paintings are wonderful.,en
Could you help me with this heavy box? It's too heavy for me to carry alone.,en
She is a kind and compassionate person.,en
The cat is chasing a butterfly in the garden.,en
I'm learning a new language and it's quite challenging.,en
Let's go to the beach this weekend; it's been too long.,en
The birds are singing beautifully in the morning sun.,en
I need to go to the post office to mail this package.,en
This is a great opportunity to learn something new.,en
I'm feeling really stressed today. I need some relaxation.,en
The air conditioning is broken in the office and it's very hot.,en
I'm so excited for my trip next week to Italy!,en
Could you please turn off the lights when you leave the room?,en
The restaurant had great reviews; I'm excited to try it out.,en
I'm trying to reduce my stress levels by exercising regularly.,en
The children are playing hide and seek in the house.,en
He's a very reliable person; I always know I can count on him.,en
I'm trying to learn how to play the guitar.,en
The book was really interesting; I couldn't put it down.,en
She's a very talented musician.,en
The coffee is too hot; I need to let it cool down a little.,en
What a beautiful day it is today!,en
I'm going to clean the house this weekend; it's gotten quite messy.,en
He offered me a ride so I didn't have to walk.,en
She's a dedicated teacher helping her students to succeed.,en
I'm going to the gym later to work out.,en
The view from the mountaintop was stunning.,en
I'm looking for a new job and finding it challenging.,en
Could you please help me with this math problem?,en
The movie was very funny; I laughed a lot.,en
I'm making a cake for my mother's birthday.,en
The city is very noisy and crowded.,en
He is a very friendly and approachable person.,en
I'm feeling very happy today; everything is going well.,en
It's time for me to go to bed I'm very tired.,en
The weather is expected to improve tomorrow.,en
I'm going to read a book before bed.,en
She is an excellent cook.,en
The game is starting soon; let's get ready.,en
I'm so grateful for all the good things in my life.,en
The dog needs to go for a walk.,en
This is a really comfortable chair.,en
The bus is running late again today.,en
I'm feeling a little under the weather today.,en
Could you please pass me the salt?,en
My favorite color is blue what's yours?,en
I'm going to the park later to enjoy the sunshine.,en
The coffee is brewing and smells amazing this morning.,en
I need to finish this report by the end of the day.,en
What time does the movie start tonight?,en
The children are playing in the garden with their toys.,en
I'm looking forward to the weekend I'm going camping.,en
My car needs a wash it's covered in dust.,en
The dog is barking at the mailman again.,en
I think I'll make some pasta for dinner tonight.,en
Do you know where the nearest library is located?,en
The flowers in the garden are finally blooming.,en
I'm trying to learn a new language it's quite difficult.,en
It's a beautiful day for a bike ride through the countryside.,en
Please remember to lock the door when you leave.,en
I'm going to the gym after work to get a good workout.,en
Have you seen my keys anywhere? I can't find them.,en
I'm starting to feel hungry maybe we should order pizza?,en
The train is delayed due to unforeseen circumstances.,en
I think I'll grab a quick bite to eat before heading to the meeting.,en
The weather forecast predicts a chance of showers later today.,en
I hope you have a pleasant evening ahead of you.,en
This cake is absolutely delicious you're a great baker.,en
My computer is acting up I think I need to restart it.,en
I'm feeling a bit tired I think I'll go to bed early tonight.,en
The birds are singing sweetly outside my window.,en
Could you help me carry these groceries to the car?,en
The new smartphone has a great camera quality.,en
I need to pick up my dry cleaning on the way home.,en
I'm really enjoying this book it's a captivating story.,en
The children are excited about their upcoming school trip.,en
It's getting dark outside we should turn on the lights.,en
I'm starting to feel a bit stressed about this project.,en
The refrigerator is making a strange noise I hope it's nothing serious.,en
I'm going to the beach this weekend I can't wait to relax.,en
Please be careful crossing the street the traffic is heavy.,en
I think I'll buy a new pair of shoes for the upcoming event.,en
The sunset tonight is incredibly beautiful full of vibrant colors.,en
I'm hoping to learn how to play the guitar one day.,en
This coffee is a bit too strong for me could you add some milk?,en
The train journey was long and tiring but I made it.,en
I'm feeling very happy today everything is going well.,en
The cat is purring loudly on my lap it's so comforting.,en
I need to buy some new stationery for school.,en
Is it okay if I borrow your pen for a moment?,en
I'm really excited about the upcoming holidays.,en
The restaurant we went to last night had excellent food.,en
The park is full of people enjoying the warm weather.,en
I'm going to make a sandwich for lunch are you hungry?,en
The baby is crying maybe she's hungry or needs a change.,en
I'm going to try a new recipe for dinner tonight.,en
The sky is a beautiful shade of blue today almost cloudless.,en
I think it's time for me to go to bed I'm feeling sleepy.,en
I'm really enjoying this new TV show it's very entertaining.,en
The traffic is backed up due to an accident on the highway.,en
I'm going to water the plants before they start wilting.,en
I think I need a new coat it's getting colder outside.,en
The movie we watched last night was a bit too scary for me.,en
I'm planning on going for a walk in the woods this afternoon.,en
Can you please remind me to call my mom later today?,en
I'm looking forward to seeing my friends again soon.,en
The dog is wagging it's tail excitedly at the sight of it's favorite toy.,en
I'm feeling a bit overwhelmed with all the work I have to do.,en
The children are having a snowball fight in the backyard.,en
I'm going to the supermarket to buy some groceries this weekend.,en
I need to find a birthday gift for my sister any ideas?,en
The concert was amazing the band was incredibly talented.,en
I'm feeling quite relaxed after my yoga session this morning.,en
I'm going to try a new coffee shop in town tomorrow.,en
The weather is perfect for a picnic in the park.,en
I'm hoping to get a promotion at work soon.,en
The cat has knocked over the vase again.,en
I'm going to read a book before going to sleep tonight.,en
Could you please turn off the lights when you leave the room?,en
I'm making spaghetti and meatballs for dinner tonight.,en
Did you see the game last night? It was a nail-biter!,en
Could you pass me the salt please?,en
The birds are singing so beautifully this morning.,en
I need to schedule a dentist appointment soon.,en
My phone battery is almost dead.,en
I'm going for a walk in the park later today.,en
What are your plans for the weekend?,en
Don't forget to water the plants.,en
The coffee is too hot I need to let it cool down.,en
I think I'll read a book before bed.,en
Where did I put my keys?,en
The sunset is absolutely stunning.,en
Have you seen my blue sweater?,en
I'm feeling a bit tired today.,en
Let's meet at the cafe at 2 pm.,en
The train is running late again.,en
I need to finish this report by Friday.,en
What's your favorite type of music?,en
I'm going to try a new recipe tonight.,en
The dog needs to go for a walk.,en
I love the smell of freshly baked bread.,en
Can you help me with this puzzle?,en
It's supposed to be sunny all week.,en
I'm going grocery shopping tomorrow morning.,en
My new shoes are really comfortable.,en
I'm excited for the upcoming concert.,en
Please close the window it's getting cold.,en
I should probably do some laundry.,en
The movie was surprisingly good.,en
I'm trying to learn a new language.,en
What time does the meeting start?,en
I need to buy a new phone case.,en
The traffic was terrible this morning.,en
I'm going to visit my family next week.,en
Have a great day!,en
I'm so glad it's Friday.,en
The flowers in the garden are blooming.,en
I think I'll order pizza for dinner.,en
Do you want to watch a movie tonight?,en
I need to get some more sleep.,en
The air conditioning is broken.,en
I'm going to the gym after work.,en
I'm looking forward to the holidays.,en
What a beautiful day it is!,en
I can't believe it's already September.,en
My favorite color is blue.,en
I'm going to make a cake for my friend's birthday.,en
I lost my wallet.,en
Can you believe that happened?,en
I'm feeling much better now.,en
Where are my glasses?,en
The leaves are changing colors.,en
I'm going to take a nap.,en
I have a headache.,en
I think I'll have a cup of tea.,en
The cat is sleeping on the bed.,en
I'm going to the library tomorrow.,en
I need to buy a new laptop.,en
I'm going for a run.,en
I'm so hungry.,en
I'm starting a new job next week.,en
I love listening to music.,en
I'm going to paint my bedroom.,en
I need to clean my room.,en
What's your favorite book?,en
I'm going to a party this weekend.,en
I saw a funny video online.,en
I'm learning how to play the guitar.,en
I'm going to the beach next summer.,en
I'm so excited for this trip.,en
I just finished reading a great book.,en
The weather is perfect today.,en
I need to go to the bank.,en
I'm going to volunteer at the animal shelter.,en
I saw a deer in my backyard this morning.,en
I'm going to try a new restaurant tonight.,en
I need to buy a birthday present for my mom.,en
The sky is full of stars tonight.,en
I'm thinking about getting a pet.,en
I need to fix my bike.,en
I'm going to learn how to knit.,en
I just watched a really good movie.,en
I'm looking forward to seeing you soon.,en
I'm going to plant a garden this spring.,en
I'm going to take a cooking class.,en
I need to renew my driver's license.,en
I'm going to donate some old clothes.,en
I saw a beautiful rainbow yesterday.,en
I'm going to try a new hairstyle.,en
I need to get a haircut.,en
I'm going to the farmers market this weekend.,en
I'm making a playlist for my road trip.,en
I need to buy some new plants for my apartment.,en
I'm going stargazing tonight.,en
I'm going to learn how to code.,en
I'm going to visit a museum next weekend.,en
I'm going to make a cup of coffee. Do you want one?,en
The park was crowded with families enjoying the sunshine.,en
My phone battery is almost dead I need to find a charger.,en
Remember to take out the trash before you leave for work.,en
That movie was fantastic! The acting was superb.,en
Did you see the news about the local bakery winning an award?,en
I'm feeling a bit tired today I think I'll go to bed early.,en
The bus is running late again this happens far too often.,en
Please be careful when crossing the road there's a lot of traffic.,en
What are your plans for the weekend? I'm thinking of going hiking.,en
The leaves on the trees are starting to change color it's so beautiful.,en
I need to finish this report by the end of the day.,en
My favorite band is coming to town next month I can't wait!,en
Did you hear the thunder last night? It was a really bad storm.,en
I think I left my keys in the car I'll have to go back and check.,en
The pizza here is delicious you should definitely try it.,en
Could you please pass me the salt and pepper?,en
I'm going to the gym later I want to get a good workout in.,en
The dog needs to be walked can you take him out?,en
I'm trying to learn a new language it's quite challenging but fun.,en
The traffic was terrible this morning it took me an hour to get to work.,en
I'm going to visit my parents this weekend I haven't seen them in a while.,en
This book is really interesting I can't put it down.,en
I think I might have a cold I've been feeling a bit under the weather.,en
The train is scheduled to arrive at 10:30 am.,en
Can you help me with this math problem? I'm stuck.,en
I'm looking forward to my vacation next month I'm going to the beach.,en
The coffee shop is always busy in the morning.,en
I need to buy some new shoes my old ones are worn out.,en
The sunset last night was amazing the sky was filled with vibrant colors.,en
I'm going to bake a cake for my friend's birthday.,en
Did you water the plants today? They look a bit dry.,en
I'm excited for the game tonight I hope our team wins.,en
The library is a great place to study it's so quiet and peaceful.,en
I need to go to the bank to deposit a check.,en
My new apartment is really nice it has a balcony with a great view.,en
I'm going to try a new recipe for dinner tonight.,en
The flowers in the garden are blooming beautifully.,en
I love listening to music while I work it helps me focus.,en
I'm going to volunteer at the animal shelter this weekend.,en
The museum has a fascinating exhibit on ancient Egyptian artifacts.,en
I'm trying to save money for a new car.,en
The air quality is really bad today I can feel it in my throat.,en
I'm going to take a yoga class later I need to relax.,en
The farmers market has fresh produce at great prices.,en
I'm going to watch a movie with my friends tonight.,en
I think I lost my earring I need to look for it.,en
The concert was incredible the band played all their best songs.,en
I'm going to clean my room this weekend it's a bit messy.,en
I need to buy a new printer mine is broken.,en
The weather is supposed to be nice tomorrow perfect for a picnic.,en
I'm going to learn how to play the guitar.,en
I need to get my hair cut it's getting too long.,en
The food at that restaurant was terrible I wouldn't recommend it.,en
I'm going to donate some clothes to charity.,en
I love the smell of freshly baked bread.,en
I'm going to take a walk in the park I need some fresh air.,en
I need to call my doctor and make an appointment.,en
The bookstore has a wide selection of books to choose from.,en
I'm going to read a book before bed tonight.,en
I need to buy a birthday present for my sister.,en
The coffee is too hot I need to let it cool down.,en
I'm going to learn how to knit a scarf.,en
I need to pay my bills today.,en
The birds are singing beautifully this morning.,en
I'm going to watch a documentary about space exploration.,en
I need to go grocery shopping later.,en
The mountains are covered in snow it looks like a winter wonderland.,en
I'm going to try a new restaurant this weekend.,en
I need to fix the leaky faucet in the bathroom.,en
The smell of freshly cut grass reminds me of summer.,en
I'm going to paint my bedroom a new color.,en
I need to buy a new toothbrush.,en
The stars are so bright tonight you can even see the Milky Way.,en
I'm going to take a cooking class I want to learn how to make Italian food.,en
I need to renew my driver's license soon.,en
The ocean is so calm and peaceful today.,en
I'm going to go camping with my family next month.,en
I need to buy a new phone case mine is cracked.,en
The smell of rain is so refreshing.,en
I'm going to start a garden in my backyard.,en
I need to find a new job I'm not happy in my current one.,en
The city lights look beautiful at night.,en
I'm going to travel the world someday.,en
I need to buy a new laptop mine is getting old.,en
The sound of waves crashing on the shore is so relaxing.,en
I'm going to learn how to play the piano.,en
I need to organize my closet it's a complete mess.,en
The sunrise this morning was spectacular.,en
I'm going to write a book someday.,en
My phone battery is almost dead I need to plug it in soon.,en
The bus is late again I'm going to be late for work.,en
Could you pass me the salt please?,en
I'm feeling a bit under the weather today I think I might have a cold.,en
What time does the movie start?,en
The park is a great place to relax and enjoy the sunshine.,en
I'm going to bake a cake for my friend's birthday.,en
This coffee is too hot I need to let it cool down a bit.,en
I'm so excited for the weekend I'm planning a trip to the beach.,en
Do you know where the nearest pharmacy is?,en
The children are playing in the garden having a wonderful time.,en
I need to buy a new pair of shoes these ones are worn out.,en
Please be careful crossing the road the traffic is busy.,en
I'm trying to learn how to play the guitar it's quite challenging.,en
The sunset tonight was absolutely beautiful full of vibrant colours.,en
My favourite colour is blue it's so calming and peaceful.,en
I'm really hungry I think I'll order a pizza.,en
Could you help me carry these groceries to the car?,en
I'm starting a new diet tomorrow I'm hoping to lose a few pounds.,en
It's a beautiful day for a walk in the woods.,en
I think I'll watch a movie tonight I've heard good things about that new one.,en
The train is delayed by 15 minutes that's frustrating.,en
I'm going to the library to borrow some books.,en
What are you doing this weekend?,en
The flowers in my garden are finally blooming.,en
I need to finish this report by tomorrow I'm feeling a bit stressed.,en
Can you please turn off the lights when you leave the room?,en
I'm feeling much better now that I've had a good night's sleep.,en
I'm going to visit my parents next weekend I haven't seen them in ages.,en
The weather forecast is predicting thunderstorms later today.,en
I'm so thirsty I need to grab a glass of water.,en
I'm trying to learn a new language it's quite difficult but rewarding.,en
This soup is delicious you've made it perfectly.,en
The dog is barking at the mailman again.,en
I need to find a birthday present for my sister any ideas?,en
My computer is running very slowly I think it needs a restart.,en
I'm looking forward to my holiday I need a break.,en
It's important to eat a balanced diet to stay healthy.,en
The traffic is terrible today it's taking ages to get anywhere.,en
I'm going to the gym later I need to get some exercise.,en
Could you please remind me to call the dentist tomorrow?,en
I'm feeling a little bit lonely today I miss my friends.,en
The birds are singing in the trees it's a lovely sound.,en
I'm going to buy a new laptop soon my old one is getting slow.,en
I need to buy some new stationery for school my supplies are running low.,en
The children are excited about their trip to the zoo tomorrow.,en
It's important to stay hydrated especially in hot weather.,en
I'm feeling really tired I think I'll go to bed early tonight.,en
I'm going to the supermarket to buy some groceries.,en
The sky is a beautiful shade of blue today.,en
I need to clean the house this weekend it's getting a bit messy.,en
I'm going to watch the football game tonight I'm hoping my team wins.,en
I'm learning how to knit it's a relaxing hobby.,en
It's a shame it's raining I was hoping to go for a bike ride.,en
I'm going to meet my friends for dinner tonight I'm really looking forward to it.,en
The cat is sleeping on the sunbeam looking very content.,en
I'm planning a trip to Europe next year I can't wait!,en
The children are playing with their toys in the living room.,en
I need to get a haircut soon my hair is getting too long.,en
I'm feeling stressed about work I have a big deadline coming up.,en
The weather is perfect for a picnic in the park.,en
I'm going to the cinema with my family this evening.,en
I'm trying to find a new recipe to cook for dinner tonight.,en
The dog is wagging it's tail excitedly it's happy to see me.,en
I need to water the plants in the garden they're looking a bit dry.,en
I'm going to the post office to send a parcel.,en
I'm trying to learn how to play chess it's a challenging game.,en
The music is too loud could you please turn it down a bit?,en
I'm feeling happy today everything seems to be going well.,en
I'm going to the beach tomorrow I'm hoping to get a tan.,en
The children are making a lot of noise they're very energetic today.,en
I need to buy a new phone my old one is broken.,en
I'm going to read a book before bed tonight it's a relaxing way to unwind.,en
The coffee shop is always busy on a Saturday morning.,en
I'm feeling a bit tired today I didn't sleep very well last night.,en
I'm going to the park with my dog later he loves to run around.,en
The bakery smells amazing I can't resist buying a croissant.,en
I'm going to make some coffee. Do you want any?,en
The birds are singing so loudly this morning.,en
I think I left my keys in the car.,en
What time is the movie starting?,en
Remember to water the plants before we leave.,en
The traffic was terrible on the way home.,en
This pasta salad is delicious! What's in it?,en
Could you pass me the salt please?,en
I need to charge my phone; the battery is low.,en
